# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416380690;40439728;224084696;84.71;105700;20979020;207531224;76.04
axle;60;1416380750;38406288;226118136;85.48;105776;23012380;207517036;76.04
axle;60;1416380810;38413904;226110520;85.48;105828;23027472;207492172;76.03
axle;60;1416380870;38413440;226110984;85.48;105864;23028892;207492180;76.03
axle;60;1416380930;38412148;226112276;85.48;105892;23030584;207492180;76.03
axle;60;1416380990;28828284;235696140;89.10;105944;23036200;217920960;79.85
axle;60;1416381050;34197624;230326800;87.07;105976;23038168;211704616;77.57
axle;60;1416381110;34199180;230325244;87.07;106020;23039760;211704616;77.57
axle;60;1416381170;38399984;226124440;85.48;106052;23041144;207499488;76.03
axle;60;1416381230;37176772;227347652;85.95;106092;23043036;209072832;76.61
axle;60;1416381290;30904720;233619704;88.32;106128;23048880;215144788;78.83
axle;60;1416381350;35107484;229416940;86.73;106208;23051808;210939656;77.29
