# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416381423;0.00;3770.83;211117.97;0.00;161621.68;0.00;0.00;0.00;0.00
axle;60;1416381483;0.00;264.16;159711.17;0.00;115700.79;0.00;0.00;0.00;0.00
axle;60;1416381543;0.07;340.77;245108.84;0.00;85313.44;0.00;0.00;0.00;0.00
axle;60;1416381603;0.00;347.06;157759.50;0.00;60909.51;0.00;0.00;0.00;0.00
axle;60;1416381663;0.00;31.61;49079.11;0.00;2117.79;0.00;0.00;0.00;0.00
axle;60;1416381723;0.00;69.50;88132.78;0.00;5276.32;0.00;0.00;0.00;0.00
axle;60;1416381783;0.00;32.01;18567.63;0.00;93.40;0.00;0.00;0.00;0.00
axle;60;1416381843;0.00;30.81;86930.23;0.00;2858.09;0.00;0.00;0.00;0.00
axle;60;1416381903;0.00;30.68;82761.28;0.00;4893.68;0.00;0.00;0.00;0.00
