# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416382087;sda;3.15;0.00;327.23;104.00;0.01;2.11;0.15;0.05
axle;60;1416382147;sda;2.17;0.00;277.12;127.75;0.00;1.88;0.15;0.03
axle;60;1416382207;sda;2.43;0.27;338.92;139.86;0.01;2.40;0.22;0.05
axle;60;1416382267;sda;2.58;0.00;274.89;106.37;0.00;1.29;0.15;0.04
axle;60;1416382327;sda;2.08;0.00;286.99;137.66;0.00;1.34;0.26;0.05
axle;60;1416382387;sda;1.80;0.00;217.87;121.04;0.00;0.63;0.19;0.03
axle;60;1416382447;sda;1.97;0.00;238.29;121.08;0.00;1.25;0.17;0.03
axle;60;1416382507;sda;2.07;0.13;224.53;108.58;0.00;1.65;0.19;0.04
