Linux 3.0.101-0.15-default (axle) 	11/19/2014 	_x86_64_

08:27:07 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:28:07 AM     all     21.09      0.00     10.25      0.02      0.00     68.65
08:29:07 AM     all     24.46      0.00      7.84      0.00      0.00     67.70
08:30:07 AM     all     23.39      0.00      9.59      0.00      0.00     67.01
08:31:07 AM     all     19.37      0.00      6.98      0.00      0.00     73.64
08:32:07 AM     all     19.23      0.00      6.07      0.00      0.00     74.70
08:33:07 AM     all     20.26      0.00      4.92      0.00      0.00     74.82
08:34:07 AM     all     21.16      0.00      3.82      0.00      0.00     75.02
08:35:07 AM     all     19.87      0.00      4.92      0.00      0.00     75.21
